,,,,,,,,,,13781.0,,,13781,,,13781,,,0.0,,,0.0,,,13781,,,,,0,,,0.0,0.0,1.9230769230769231,0.0,0.0,,,13781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,36,3,3.0,3,3,0.0,0.0,3,3,13781.0,14917.0,8645.0,13781,14917,8645,13781,14917,8645,0.0,0.0,0.0,0.0,0.0,0.0,13781,14917,8645,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13781,14917,8645,2772001,2012,2,22,17,22,36,4814244,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,37,3,3.0,3,3,0.0,0.0,3,3,13804.0,14980.0,8537.0,13804,14980,8537,13804,14980,8537,0.0,0.0,0.0,0.0,0.0,0.0,13804,14980,8537,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13804,14980,8537,2772053,2012,2,22,17,22,37,14365,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,38,3,3.0,3,3,0.0,0.0,3,3,13227.0,14437.0,7946.0,13227,14437,7946,13227,14437,7946,0.0,0.0,0.0,0.0,0.0,0.0,13227,14437,7946,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13227,14437,7946,2772153,2012,2,22,17,22,38,14563,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,39,3,3.0,3,3,0.0,0.0,3,3,13134.0,14336.0,7991.0,13134,14336,7991,13134,14336,7991,0.0,0.0,0.0,0.0,0.0,0.0,13134,14336,7991,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13134,14336,7991,2772253,2012,2,22,17,22,39,14736,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,40,3,3.0,3,3,0.0,0.0,3,3,13201.0,14428.0,8267.0,13201,14428,8267,13201,14428,8267,0.0,0.0,0.0,0.0,0.0,0.0,13201,14428,8267,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13201,14428,8267,2772353,2012,2,22,17,22,40,14966,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,41,3,3.0,3,3,0.0,0.0,3,3,13291.0,14530.0,8291.0,13291,14530,8291,13291,14530,8291,0.0,0.0,0.0,0.0,0.0,0.0,13291,14530,8291,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13291,14530,8291,2772453,2012,2,22,17,22,41,15165,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,42,3,3.0,3,3,0.0,0.0,3,3,13293.0,14540.0,8320.0,13293,14540,8320,13293,14540,8320,0.0,0.0,0.0,0.0,0.0,0.0,13293,14540,8320,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13293,14540,8320,2772553,2012,2,22,17,22,42,15382,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,43,2,2.0,2,2,0.0,0.0,2,2,13297.0,14541.0,8354.0,13297,14541,8354,13297,14541,8354,0.0,0.0,0.0,0.0,0.0,0.0,13297,14541,8354,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,2,44,13297,14541,8354,2772653,2012,2,22,17,22,43,15523,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,44,2,2.0,2,2,0.0,0.0,2,2,13256.0,14484.0,8275.0,13256,14484,8275,13256,14484,8275,0.0,0.0,0.0,0.0,0.0,0.0,13256,14484,8275,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,2,44,13256,14484,8275,2772753,2012,2,22,17,22,44,15741,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,45,2,2.0,2,2,0.0,0.0,2,2,13528.0,14750.0,8213.0,13528,14750,8213,13528,14750,8213,0.0,0.0,0.0,0.0,0.0,0.0,13528,14750,8213,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,2,44,13528,14750,8213,2772853,2012,2,22,17,22,45,16067,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,46,2,2.0,2,2,0.0,0.0,2,2,13375.0,14639.0,8205.0,13375,14639,8205,13375,14639,8205,0.0,0.0,0.0,0.0,0.0,0.0,13375,14639,8205,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,2,44,13375,14639,8205,2772953,2012,2,22,17,22,46,16329,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,47,3,3.0,3,3,0.0,0.0,3,3,13356.0,14644.0,8697.0,13356,14644,8697,13356,14644,8697,0.0,0.0,0.0,0.0,0.0,0.0,13356,14644,8697,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,3,43,13356,14644,8697,2773053,2012,2,22,17,22,47,16355,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
22,48,4,4.0,4,4,0.0,0.0,4,4,13382.0,14670.0,9282.0,13382,14670,9282,13382,14670,9282,0.0,0.0,0.0,0.0,0.0,0.0,13382,14670,9282,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,4,42,13382,14670,9282,2773153,2012,2,22,17,22,48,16886,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false
22,49,5,5.0,5,5,0.0,0.0,5,5,13411.0,14678.0,8274.0,13411,14678,8274,13411,14678,8274,0.0,0.0,0.0,0.0,0.0,0.0,13411,14678,8274,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,5,41,13411,14678,8274,2773253,2012,2,22,17,22,49,17027,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false
22,50,5,5.0,5,5,0.0,0.0,5,5,13433.0,14682.0,8259.0,13433,14682,8259,13433,14682,8259,0.0,0.0,0.0,0.0,0.0,0.0,13433,14682,8259,0,0,0,0,0,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,5,41,13433,14682,8259,2773353,2012,2,22,17,22,50,17181,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false
